,,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-12,CNL-12,CNL-12,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-16,CNL-16,CNL-16,CNL-16,CNL-2,CNL-2,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-4,CNL-4,CNL-4,CNL-4,CNL-4,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-6,CNL-6,CNL-6,CNL-6,CNL-8,CNL-8,CNL-8,CNL-8,CNL-8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL13,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NRC0,NRC1,NRC2,NRC3,NRC4a,NRC4b,NRC4c,NRC5,NRC6,NRC7,NRCn,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL
CNL-RPW8,Solyc10g055170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8367545,1173780,,,,,,,,,,,,5011826,,,,,,,,,,,,,,,,,,,,,,,,,,,,115510,,3136416,0,38452,,66974,,,,,,,,,145963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9110342,8605551,1877387,,,262158,292905,4774313,,,51421067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54056380,,15878483,,,,,,,,,,54051698,,,,54045056,,,,,,,,,,,,,,,,,,,,51542167,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc10g055140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8405997,1135328,,,,,,,,,,,,4973374,,,,,,,,,,,,,,,,,,,,,,,,,,,,77058,,3174868,38452,0,,28522,,,,,,,,,107511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9148794,8644003,1915839,,,223706,254453,4735861,,,51382615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54017928,,15840031,,,,,,,,,,54013246,,,,54006604,,,,,,,,,,,,,,,,,,,,51503715,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc01g067165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6617562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,6241375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392746,,,,,,,,,,,,,,,,,,,,52291255,,16672084,,,,,18818522,,,,,8609626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72621648,59882417,2687054,,16021470,16028551,16043604,16069218,,,,,,,,,,,,15045564
CNL-RPW8,Solyc10g055120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434519,1106806,,,,,,,,,,,,4944852,,,,,,,,,,,,,,,,,,,,,,,,,,,,48536,,3203390,66974,28522,,0,,,,,,,,,78989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9177316,8672525,1944361,,,195184,225931,4707339,,,51354093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53989406,,15811509,,,,,,,,,,53984724,,,,53978082,,,,,,,,,,,,,,,,,,,,51475193,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc12g044200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57257847,,57266380,,,,,,,,,,,59355174,57285777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,55250,,53574789,,,92419,,,,,,,,,,,,,,,,,,6641613,,5819301,,,,,,,,,6627816,,,,,6632834,,,,52551721,,,,,,,,,,,,,,56372831,,,,,52643881,52568545,,7635628,,6686750,,6684296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59386756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc04g005540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804889,,,,,,,3987692,3984093,3964093,,,,,,,,,,,,,,,,,,,,,,,,18468634,20448695,,2300424,2358371,2286819,2686369,2673896,2380856,2358385,2291740,2281985,2364791,,,,,,,,,,,,,,,,,,0,,,,,,,,7004,,,,,,,,,,11963001,11957236,,,,,,,,445897,1498217,1494222,1484407,1456020,1456023,1439982,1506221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63658742,54527434,49715105,3994101,2277747,2275841,,,,,,,,,,,,,,,,,,,,,,,,,435626,418399,387159,408638,1474103,5034277,,,,,5051694,,,,,,,,,,,,,,,,,21357942,5572186,,,,,,,,,679889,,,,,,,,54121049,,,
CNL-RPW8,Solyc12g044190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57202597,,57211130,,,,,,,,,,,59299924,57230527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55250,,0,,53519539,,,37169,,,,,,,,,,,,,,,,,,6696863,,5874551,,,,,,,,,6683066,,,,,6688084,,,,52496471,,,,,,,,,,,,,,56317581,,,,,52588631,52513295,,7580378,,6742000,,6739546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59331506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc06g048910,,,,,,,,,,29697189,29672305,29654938,29322303,29305470,29278998,,,29705890,8408303,8418844,8429367,8443180,8457455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8717297,8721826,8722819,,,,8627770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc12g016220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3683058,,3691591,,,,,,,,,,,5780385,3710988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53574789,,53519539,,0,,,53482370,,,,,,,,,,,,,,,,,,60216402,,59394090,,,,,,,,,60202605,,,,,60207623,,,,1023068,,,,,,,,,,,,,,2798042,,,,,930908,1006244,,45939161,,60261539,,60259085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5811967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc02g036270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485027,,,,,,,,4999218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,598410,,,,,,,,11366670,,,,,,,,9978157,17628814,17134981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21611175,12955452,2421723,2454549,5004277,14832418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9746671,,,,,1575032,,,15386102,,,,2433100,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc02g037540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6083437,,,,,,,,5597628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598410,0,,,,,,,,10768260,,,,,,,,9379747,17030404,16536571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21012765,12357042,3020133,3052959,5602687,15430828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9148261,,,,,2173442,,,14787692,,,,3031510,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc12g044180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57165428,,57173961,,,,,,,,,,,59262755,57193358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92419,,37169,,53482370,,,0,,,,,,,,,,,,,,,,,,6734032,,5911720,,,,,,,,,6720235,,,,,6725253,,,,52459302,,,,,,,,,,,,,,56280412,,,,,52551462,52476126,,7543209,,6779169,,6776715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59294337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc10g055050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8513508,1027817,,,,,,,,,,,,4865863,,,,,,,,,,,,,,,,,,,,,,,,,,,,30453,,3282379,145963,107511,,78989,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9256305,8751514,2023350,,,116195,146942,4628350,,,51275104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53910417,,15732520,,,,,,,,,,53905735,,,,53899093,,,,,,,,,,,,,,,,,,,,51396204,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc04g005550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797885,,,,,,,3980688,3977089,3957089,,,,,,,,,,,,,,,,,,,,,,,,18461630,20441691,,2293420,2351367,2279815,2679365,2666892,2373852,2351381,2284736,2274981,2357787,,,,,,,,,,,,,,,,,,7004,,,,,,,,0,,,,,,,,,,11955997,11950232,,,,,,,,438893,1491213,1487218,1477403,1449016,1449019,1432978,1499217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63651738,54520430,49708101,3987097,2270743,2268837,,,,,,,,,,,,,,,,,,,,,,,,,428622,411395,380155,401634,1467099,5027273,,,,,5044690,,,,,,,,,,,,,,,,,21350938,5565182,,,,,,,,,672885,,,,,,,,54114045,,,
CNL-RPW8,Solyc03g094100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492890,,,,,,45286732,,,,,,,,,,,,,,,,0,,,,,,55966821,,,,,56792581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33238018,55966821,56776687,,,,,,,,,,,,,,,,,,,,,,,,,,,,56788263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc11g007790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128306,846778,841963,,791110,786158,,8126048,,,,,,,,,,,,,,,,,,,,,,,,,53166465,52528273,,52795073,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48173990,,31832658,49651247,51373889,52537668,52792826,52843533,53147915,5075706,53562720,53821404,,,,,49649367,,,,,,,,31887599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51846440,,,,,,,,,,,,,,,,,,,,,,,,,2133624,2361836,,,,47276171,,,2142416,
CNL-RPW8,Solyc08g007250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58352821,58345421,58056179,58066918,,,,330793,,,,,,,,,,,,,,,,,,,,,0,1635614,,,,,1505615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54652133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56650050,,,,1455624,,,,,1451618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc08g013970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56717207,56709807,56420565,56431304,,,,1304821,,,,,,,,,,,,,,,,,,,,,1635614,0,,,,,3141229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53016519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55014436,,,,3091238,,,,,3087232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc02g073574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16851697,,,,,,,,16365888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11366670,10768260,,,,,,,,0,,,,,,,,1388513,6262144,5768311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10244505,1588782,13788393,13821219,16370947,26199088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619999,,,,,12941702,,,4019432,,,,13799770,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc01g086810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6241375,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151371,,,,,,,,,,,,,,,,,,,,58532630,,10430709,,,,,12577147,,,,,2368251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78863023,66123792,8928429,,9780095,9787176,9802229,9827843,,,,,,,,,,,,8804189
CNL-others,Solyc03g006750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50473931,,,,,,10680089,,,,,,,,,,,,,,,,55966821,,,,,,0,,,,,825760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22728803,0,809866,,,,,,,,,,,,,,,,,,,,,,,,,,,,821442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc07g053010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57318504,,,,,,,,,,,1372684,,,,,,,,,,,,,13965002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426956,,,,,3585980,57309986,,,,,,,,,,,,,,,60927598,,,,,,,,,,2007918,2165340,,207222,189318,178113,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc08g005440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59858436,59851036,59561794,59572533,,,,1836408,,,,,,,,,,,,,,,,,,,,,1505615,3141229,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56157748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58155665,,,,49991,,,,,53997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc04g039980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11158112,,,,,,,7975309,7978908,7998908,,,,,,,,,,,,,,,,,,,,,,,,6505633,8485694,,9662577,9604630,9676182,9276632,9289105,9582145,9604616,9671261,9681016,9598210,,,,,,,,,,,,,,,,,,11963001,,,,,,,,11955997,,,,,,,,,,0,5765,,,,,,,,11517104,10464784,10468779,10478594,10506981,10506978,10523019,10456780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51695741,42564433,37752104,7968900,9685254,9687160,,,,,,,,,,,,,,,,,,,,,,,,,11527375,11544602,11575842,11554363,10488898,6928724,,,,,6911307,,,,,,,,,,,,,,,,,9394941,6390815,,,,,,,,,11283112,,,,,,,,42158048,,,
CNL-others,Solyc04g039990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11152347,,,,,,,7969544,7973143,7993143,,,,,,,,,,,,,,,,,,,,,,,,6511398,8491459,,9656812,9598865,9670417,9270867,9283340,9576380,9598851,9665496,9675251,9592445,,,,,,,,,,,,,,,,,,11957236,,,,,,,,11950232,,,,,,,,,,5765,0,,,,,,,,11511339,10459019,10463014,10472829,10501216,10501213,10517254,10451015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51701506,42570198,37757869,7963135,9679489,9681395,,,,,,,,,,,,,,,,,,,,,,,,,11521610,11538837,11570077,11548598,10483133,6922959,,,,,6905542,,,,,,,,,,,,,,,,,9400706,6385050,,,,,,,,,11277347,,,,,,,,42163813,,,
CNL-others,Solyc03g005650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51299691,,,,,,11505849,,,,,,,,,,,,,,,,56792581,,,,,,825760,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23554563,825760,15894,,,,,,,,,,,,,,,,,,,,,,,,,,,,4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc02g070730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15463184,,,,,,,,14977375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9978157,9379747,,,,,,,,1388513,,,,,,,,0,7650657,7156824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11633018,2977295,12399880,12432706,14982434,24810575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231486,,,,,11553189,,,5407945,,,,12411257,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc02g084890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23113841,,,,,,,,22628032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17628814,17030404,,,,,,,,6262144,,,,,,,,7650657,0,493833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982361,4673362,20050537,20083363,22633091,32461232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7882143,,,,,19203846,,,2242712,,,,20061914,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc02g084450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22620008,,,,,,,,22134199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17134981,16536571,,,,,,,,5768311,,,,,,,,7156824,493833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476194,4179529,19556704,19589530,22139258,31967399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7388310,,,,,18710013,,,1748879,,,,19568081,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc12g096920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63899460,,63907993,,,,,,,,,,,65996787,63927390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6641613,,6696863,,60216402,,,6734032,,,,,,,,,,,,,,,,,,0,,822312,,,,,,,,,13797,,,,,8779,,,,59193334,,,,,,,,,,,,,,63014444,,,,,59285494,59210158,,14277241,,45137,,42683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66028369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc07g053020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57330076,,,,,,,,,,,1384256,,,,,,,,,,,,,13976574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11572,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415384,,,,,3597552,57321558,,,,,,,,,,,,,,,60939170,,,,,,,,,,1996346,2153768,,218794,200890,189685,,,,,,,,,,,,,,,,,,,,,,,,
CNL-others,Solyc12g094660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63077148,,63085681,,,,,,,,,,,65174475,63105078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5819301,,5874551,,59394090,,,5911720,,,,,,,,,,,,,,,,,,822312,,0,,,,,,,,,808515,,,,,813533,,,,58371022,,,,,,,,,,,,,,62192132,,,,,58463182,58387846,,13454929,,867449,,864995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65206057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL13,Solyc04g007090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358992,,,,,,,3541795,3538196,3518196,,,,,,,,,,,,,,,,,,,,,,,,18022737,20002798,,1854527,1912474,1840922,2240472,2227999,1934959,1912488,1845843,1836088,1918894,,,,,,,,,,,,,,,,,,445897,,,,,,,,438893,,,,,,,,,,11517104,11511339,,,,,,,,0,1052320,1048325,1038510,1010123,1010126,994085,1060324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63212845,54081537,49269208,3548204,1831850,1829944,,,,,,,,,,,,,,,,,,,,,,,,,10271,27498,58738,37259,1028206,4588380,,,,,4605797,,,,,,,,,,,,,,,,,20912045,5126289,,,,,,,,,233992,,,,,,,,53675152,,,
CNL9,Solyc04g008180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693328,,,,,,,2489475,2485876,2465876,,,,,,,,,,,,,,,,,,,,,,,,16970417,18950478,,802207,860154,788602,1188152,1175679,882639,860168,793523,783768,866574,,,,,,,,,,,,,,,,,,1498217,,,,,,,,1491213,,,,,,,,,,10464784,10459019,,,,,,,,1052320,0,3995,13810,42197,42194,58235,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62160525,53029217,48216888,2495884,779530,777624,,,,,,,,,,,,,,,,,,,,,,,,,1062591,1079818,1111058,1089579,24114,3536060,,,,,3553477,,,,,,,,,,,,,,,,,19859725,4073969,,,,,,,,,818328,,,,,,,,52622832,,,
CNL9,Solyc04g008170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689333,,,,,,,2493470,2489871,2469871,,,,,,,,,,,,,,,,,,,,,,,,16974412,18954473,,806202,864149,792597,1192147,1179674,886634,864163,797518,787763,870569,,,,,,,,,,,,,,,,,,1494222,,,,,,,,1487218,,,,,,,,,,10468779,10463014,,,,,,,,1048325,3995,0,9815,38202,38199,54240,11999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62164520,53033212,48220883,2499879,783525,781619,,,,,,,,,,,,,,,,,,,,,,,,,1058596,1075823,1107063,1085584,20119,3540055,,,,,3557472,,,,,,,,,,,,,,,,,19863720,4077964,,,,,,,,,814333,,,,,,,,52626827,,,
CNL9,Solyc04g008160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679518,,,,,,,2503285,2499686,2479686,,,,,,,,,,,,,,,,,,,,,,,,16984227,18964288,,816017,873964,802412,1201962,1189489,896449,873978,807333,797578,880384,,,,,,,,,,,,,,,,,,1484407,,,,,,,,1477403,,,,,,,,,,10478594,10472829,,,,,,,,1038510,13810,9815,0,28387,28384,44425,21814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62174335,53043027,48230698,2509694,793340,791434,,,,,,,,,,,,,,,,,,,,,,,,,1048781,1066008,1097248,1075769,10304,3549870,,,,,3567287,,,,,,,,,,,,,,,,,19873535,4087779,,,,,,,,,804518,,,,,,,,52636642,,,
CNL9,Solyc04g008140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651131,,,,,,,2531672,2528073,2508073,,,,,,,,,,,,,,,,,,,,,,,,17012614,18992675,,844404,902351,830799,1230349,1217876,924836,902365,835720,825965,908771,,,,,,,,,,,,,,,,,,1456020,,,,,,,,1449016,,,,,,,,,,10506981,10501216,,,,,,,,1010123,42197,38202,28387,0,3,16038,50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62202722,53071414,48259085,2538081,821727,819821,,,,,,,,,,,,,,,,,,,,,,,,,1020394,1037621,1068861,1047382,18083,3578257,,,,,3595674,,,,,,,,,,,,,,,,,19901922,4116166,,,,,,,,,776131,,,,,,,,52665029,,,
